Date,Period,Adj Close,Daily_Return,Adj High,Adj Low,High_Minus_Low,Abs_High_vs_PrevClose,Abs_Low_vs_PrevClose,True_Range,ATR_14,ATRP,Volume,Adj Open
2023-05-01,Calculation,2.03000000,,2.06000000,1.95100000,0.10900000,,,,,,875400,1.98000000
2023-05-02,Calculation,1.95000000,-0.03940887,2.07000000,1.93000000,0.14000000,0.04000000,0.10000000,0.14000000,0.14000000,0.07179487,1291500,2.02000000
2023-05-03,Calculation,2.06000000,0.05641026,2.11500000,1.97000000,0.14500000,0.16500000,0.02000000,0.16500000,0.14178571,0.06882802,1188400,1.97000000
2023-05-04,Calculation,2.03000000,-0.01456311,2.12900000,2.01000000,0.11900000,0.06900000,0.05000000,0.11900000,0.14015816,0.06904343,970500,2.06000000
2023-05-05,Calculation,2.12000000,0.04433498,2.12000000,2.05000000,0.07000000,0.09000000,0.02000000,0.09000000,0.13657544,0.06442238,999400,2.06000000
2023-05-08,Calculation,2.14000000,0.00943396,2.23000000,2.11000000,0.12000000,0.11000000,0.01000000,0.12000000,0.13539148,0.06326705,1344000,2.12000000
2023-05-09,Calculation,2.25000000,0.05140187,2.28000000,2.12000000,0.16000000,0.14000000,0.02000000,0.16000000,0.13714923,0.06095521,1495500,2.20000000
2023-05-10,Calculation,2.38000000,0.05777778,2.42000000,2.28000000,0.14000000,0.17000000,0.03000000,0.17000000,0.13949571,0.05861164,2049300,2.32000000
2023-05-11,Calculation,2.37000000,-0.00420168,2.42000000,2.30000000,0.12000000,0.04000000,0.08000000,0.12000000,0.13810316,0.05827138,1116400,2.38000000
2023-05-12,Calculation,2.00000000,-0.15611814,2.33000000,1.91000000,0.42000000,0.04000000,0.46000000,0.46000000,0.16109579,0.08054790,2569400,2.27000000
2023-05-15,Calculation,2.37000000,0.18500000,2.37000000,2.10000000,0.27000000,0.37000000,0.10000000,0.37000000,0.17601752,0.07426900,2289200,2.11000000
2023-05-16,Calculation,2.60000000,0.09704641,2.62000000,2.33000000,0.29000000,0.25000000,0.04000000,0.29000000,0.18415913,0.07083043,3608100,2.35000000
2023-05-17,Calculation,2.93000000,0.12692308,2.93000000,2.59000000,0.34000000,0.33000000,0.01000000,0.34000000,0.19529062,0.06665209,3528600,2.60000000
2023-05-18,Calculation,3.15000000,0.07508532,3.18000000,2.90000000,0.28000000,0.25000000,0.03000000,0.28000000,0.20134129,0.06391787,3275400,2.96000000
2023-05-19,Calculation,3.25000000,0.03174603,3.37000000,3.10000000,0.27000000,0.22000000,0.05000000,0.27000000,0.20624548,0.06346015,8614700,3.26000000
2023-05-22,Calculation,3.24000000,-0.00307692,3.39000000,3.20000000,0.19000000,0.14000000,0.05000000,0.19000000,0.20508509,0.06329787,5013000,3.25000000
2023-05-23,Calculation,3.14000000,-0.03086420,3.34000000,3.04000000,0.30000000,0.10000000,0.20000000,0.30000000,0.21186473,0.06747284,2775600,3.34000000
2023-05-24,Calculation,3.04000000,-0.03184713,3.17500000,2.99000000,0.18500000,0.03500000,0.15000000,0.18500000,0.20994582,0.06906112,2331900,3.05000000
2023-05-25,Calculation,2.90000000,-0.04605263,3.11000000,2.79500000,0.31500000,0.07000000,0.24500000,0.31500000,0.21744969,0.07498265,2953000,3.07000000
2023-05-26,Calculation,3.06000000,0.05517241,3.13000000,2.90500000,0.22500000,0.23000000,0.00500000,0.23000000,0.21834614,0.07135495,2506800,2.95000000
2023-05-30,Calculation,3.07000000,0.00326797,3.14000000,3.00100000,0.13900000,0.08000000,0.05900000,0.13900000,0.21267856,0.06927640,2003300,3.10000000
2023-05-31,Calculation,2.98000000,-0.02931596,3.12000000,2.87900000,0.24100000,0.05000000,0.19100000,0.24100000,0.21470152,0.07204749,1835700,3.06000000
2023-06-01,Calculation,2.99000000,0.00335570,3.03300000,2.91000000,0.12300000,0.05300000,0.07000000,0.12300000,0.20815141,0.06961586,1408000,2.97000000
2023-06-02,Calculation,2.96000000,-0.01003344,3.12000000,2.78500000,0.33500000,0.13000000,0.20500000,0.33500000,0.21721202,0.07338244,2212300,3.05000000
2023-06-05,Calculation,3.00000000,0.01351351,3.08500000,2.93000000,0.15500000,0.12500000,0.03000000,0.15500000,0.21276831,0.07092277,2002600,2.96000000
2023-06-06,Calculation,3.12000000,0.04000000,3.16000000,2.96000000,0.20000000,0.16000000,0.04000000,0.20000000,0.21185629,0.06790266,2990800,2.99000000
2023-06-07,Calculation,3.14000000,0.00641026,3.29000000,3.10000000,0.19000000,0.17000000,0.02000000,0.19000000,0.21029512,0.06697297,2140200,3.15000000
2023-06-08,Calculation,3.06000000,-0.02547771,3.15000000,3.01000000,0.14000000,0.01000000,0.13000000,0.14000000,0.20527404,0.06708302,1174200,3.13000000
2023-06-09,Calculation,3.25000000,0.06209150,3.51000000,3.15000000,0.36000000,0.45000000,0.09000000,0.45000000,0.22275447,0.06853984,7536200,3.23000000
2023-06-12,Calculation,3.77000000,0.16000000,3.88000000,3.38000000,0.50000000,0.63000000,0.13000000,0.63000000,0.25184343,0.06680197,7191400,3.45000000
2023-06-13,Calculation,4.40000000,0.16710875,4.62000000,3.96000000,0.66000000,0.85000000,0.19000000,0.85000000,0.29456890,0.06694748,11440200,4.01000000
2023-06-14,Calculation,4.60000000,0.04545455,4.87500000,4.40000000,0.47500000,0.47500000,0.00000000,0.47500000,0.30745684,0.06683844,11176100,4.73000000
2023-06-15,Calculation,4.45000000,-0.03260870,4.65000000,4.43000000,0.22000000,0.05000000,0.17000000,0.22000000,0.30120992,0.06768762,4872100,4.53000000
2023-06-16,Calculation,3.99000000,-0.10337079,4.50000000,3.97000000,0.53000000,0.05000000,0.48000000,0.53000000,0.31755207,0.07958698,6884200,4.45000000
2023-06-20,Calculation,3.95000000,-0.01002506,4.23000000,3.75000000,0.48000000,0.24000000,0.24000000,0.48000000,0.32915549,0.08333050,4329100,4.23000000
2023-06-21,Calculation,3.71000000,-0.06075949,3.92000000,3.69000000,0.23000000,0.03000000,0.26000000,0.26000000,0.32421582,0.08738971,3456000,3.87000000
2023-06-22,Calculation,3.49000000,-0.05929919,3.65200000,3.43000000,0.22200000,0.05800000,0.28000000,0.28000000,0.32105754,0.09199357,4715300,3.60000000
2023-06-23,Calculation,3.38000000,-0.03151862,3.41000000,3.25500000,0.15500000,0.08000000,0.23500000,0.23500000,0.31491058,0.09316881,5069300,3.40000000
2023-06-26,Calculation,3.33000000,-0.01479290,3.47000000,3.32000000,0.15000000,0.09000000,0.06000000,0.15000000,0.30313125,0.09103041,2042800,3.35000000
2023-06-27,Calculation,3.39000000,0.01801802,3.52000000,3.31500000,0.20500000,0.19000000,0.01500000,0.20500000,0.29612187,0.08735159,2148300,3.36000000
2023-06-28,Calculation,3.85000000,0.13569322,4.06000000,3.49500000,0.56500000,0.67000000,0.10500000,0.67000000,0.32282745,0.08385129,7945600,3.53000000
2023-06-29,Calculation,4.02000000,0.04415584,4.77000000,3.95000000,0.82000000,0.92000000,0.10000000,0.92000000,0.36548264,0.09091608,14762000,4.35000000
2023-06-30,Calculation,4.12000000,0.02487562,4.49000000,4.06100000,0.42900000,0.47000000,0.04100000,0.47000000,0.37294816,0.09052140,7054100,4.20000000
2023-07-03,Calculation,4.23000000,0.02669903,4.53000000,4.14000000,0.39000000,0.41000000,0.02000000,0.41000000,0.37559472,0.08879308,4347800,4.20000000
2023-07-05,Calculation,4.85000000,0.14657210,4.89000000,4.12000000,0.77000000,0.66000000,0.11000000,0.77000000,0.40376653,0.08325083,9533300,4.33000000
2023-07-06,Calculation,4.31000000,-0.11134021,5.00000000,4.21000000,0.79000000,0.15000000,0.64000000,0.79000000,0.43135463,0.10008228,6879500,4.91000000
2023-07-07,Calculation,4.68000000,0.08584687,4.79000000,4.33000000,0.46000000,0.48000000,0.02000000,0.48000000,0.43482930,0.09291224,5600400,4.39000000
2023-07-10,Calculation,4.83000000,0.03205128,4.86000000,4.39000000,0.47000000,0.18000000,0.29000000,0.47000000,0.43734149,0.09054689,5284900,4.65000000
2023-07-11,Calculation,4.48000000,-0.07246377,4.90000000,4.37000000,0.53000000,0.07000000,0.46000000,0.53000000,0.44395996,0.09909821,6411200,4.88000000
2023-07-12,Calculation,4.93000000,0.10044643,5.07000000,4.50000000,0.57000000,0.59000000,0.02000000,0.59000000,0.45439139,0.09216864,8905400,4.58000000
2023-07-13,Calculation,5.10000000,0.03448276,5.45000000,4.87000000,0.58000000,0.52000000,0.06000000,0.58000000,0.46336343,0.09085558,9447400,5.00000000
2023-07-14,Calculation,4.90000000,-0.03921569,5.18000000,4.88000000,0.30000000,0.08000000,0.22000000,0.30000000,0.45169462,0.09218257,5884100,5.10000000
2023-07-17,Calculation,5.28000000,0.07755102,5.35000000,4.77000000,0.58000000,0.45000000,0.13000000,0.58000000,0.46085929,0.08728396,4635500,4.90000000
2023-07-18,Calculation,5.27000000,-0.00189394,5.58000000,5.11000000,0.47000000,0.30000000,0.17000000,0.47000000,0.46151220,0.08757347,6822200,5.27000000
2023-07-19,Calculation,4.69000000,-0.11005693,5.16000000,4.68000000,0.48000000,0.11000000,0.59000000,0.59000000,0.47068990,0.10036032,9167700,5.16000000
2023-07-20,Calculation,4.76000000,0.01492537,4.77000000,4.46000000,0.31000000,0.08000000,0.23000000,0.31000000,0.45921205,0.09647312,4792300,4.70000000
2023-07-21,Calculation,4.52000000,-0.05042017,4.77000000,4.49100000,0.27900000,0.01000000,0.26900000,0.27900000,0.44633976,0.09874773,2909700,4.76000000
2023-07-24,Calculation,4.58000000,0.01327434,4.63000000,4.44000000,0.19000000,0.11000000,0.08000000,0.19000000,0.42802977,0.09345628,3252900,4.50000000
2023-07-25,Calculation,4.78000000,0.04366812,4.86000000,4.55000000,0.31000000,0.28000000,0.03000000,0.31000000,0.41959908,0.08778223,3712600,4.63000000
2023-07-26,Calculation,4.86000000,0.01673640,4.94000000,4.65000000,0.29000000,0.16000000,0.13000000,0.29000000,0.41034200,0.08443251,3069000,4.67000000
2023-07-27,Calculation,4.56000000,-0.06172840,4.93000000,4.51000000,0.42000000,0.07000000,0.35000000,0.42000000,0.41103186,0.09013857,3216100,4.93000000
2023-07-28,Calculation,4.78000000,0.04824561,4.89000000,4.63000000,0.26000000,0.33000000,0.07000000,0.33000000,0.40524387,0.08477905,4674300,4.67000000
2023-07-31,Calculation,6.73000000,0.40794979,6.87000000,5.23000000,1.64000000,2.09000000,0.45000000,2.09000000,0.52558359,0.07809563,41685500,5.28000000
2023-08-01,Calculation,6.55000000,-0.02674591,7.10000000,6.40200000,0.69800000,0.37000000,0.32800000,0.69800000,0.53789905,0.08212199,14109100,6.55000000
2023-08-02,Forward,6.41000000,,6.73000000,6.06000000,,,,,,,6695400,6.24000000
2023-08-03,Forward,6.04000000,,6.38000000,6.01000000,,,,,,,4296700,6.29000000
2023-08-04,Forward,5.60000000,,6.12000000,5.57000000,,,,,,,4767200,6.10000000
2023-08-07,Forward,5.63000000,,5.74000000,5.56000000,,,,,,,3923300,5.65000000
2023-08-08,Forward,5.71000000,,5.73000000,5.25000000,,,,,,,3804000,5.50000000
